id,name,university_id,lat,lng,categories,status,owner_name,whatsapp,signed_date,weekly_orders,notes,last_visit
w050,Angkringan Pak Haji,gunadarma,-6.36063,106.84192,"咖啡, 椰浆饭 Nasi Uduk",negotiating,,,,,,
w051,Kedai Melati,gunadarma,-6.35615,106.83947,"果汁 Jus, Nasi Padang",target,,,,,,
w052,Toko Kelontong Sederhana II,gunadarma,-6.35893,106.84493,Warteg 家常菜,target,,,,,,
w053,Kios Pak Agus,gunadarma,-6.3614,106.84263,"Warteg 家常菜, 果汁 Jus, 粥品",target,,,,,,
w054,Warteg Pak Darmawan Cabang,gunadarma,-6.3608,106.84653,"Indomie 煮面, 冰茶",target,,,,,,
w055,Depot Bu Ani II,pnj,-6.37097,106.82027,"粥品, 炒饭 Nasi Goreng, 咖啡",target,,,,,,
w056,Warung Kopi Bu Dewi,pnj,-6.36975,106.82385,炒饭 Nasi Goreng,target,,,,,,
w057,Warteg Bu Sari,pnj,-6.37437,106.82133,"炸物 Gorengan, 椰浆饭 Nasi Uduk, Indomie 煮面",target,,,,,,
w058,Depot Teratai,pnj,-6.37352,106.82344,"烤串 Sate, 炒饭 Nasi Goreng",target,,,,,,
w059,Warteg Pak Bambang II,pnj,-6.3712,106.82702,Warteg 家常菜,target,,,,,,
w060,Warteg Anggrek,pnj,-6.37323,106.82317,"咖啡, 炒饭 Nasi Goreng",target,,,,,,
w061,Kedai Bu Tini,pnj,-6.37473,106.8276,"烤串 Sate, Nasi Padang",target,,,,,,
w062,Warkop Pak Bambang,pnj,-6.3677,106.82354,"Indomie 煮面, 炸物 Gorengan",target,,,,,,
w063,Warkop Pak Slamet,pnj,-6.37314,106.82161,"炸物 Gorengan, 果汁 Jus",target,,,,,,
w064,Depot Harapan,pnj,-6.37446,106.82022,"冰茶, Warteg 家常菜",target,,,,,,
w065,Warkop Pak Teguh,pnj,-6.37391,106.82645,炸物 Gorengan,target,,,,,,
w066,Angkringan Pak Teguh,pnj,-6.37147,106.82276,果汁 Jus,target,,,,,,
w067,Depot Bu Yati,pnj,-6.37223,106.82421,"Indomie 煮面, 椰浆饭 Nasi Uduk",target,,,,,,
w068,Warung Bang Jago,pnj,-6.37289,106.81969,冰茶,target,,,,,,
w069,Kedai Pak Slamet,pnj,-6.37114,106.82401,"烤串 Sate, 椰浆饭 Nasi Uduk",target,,,,,,
w070,Kedai Pak Joko,pnj,-6.36957,106.82605,零食,negotiating,,,,,,
w071,Depot Bang Fajar,pnj,-6.36779,106.82062,"Nasi Padang, 零食",target,,,,,,
w072,Depot Bu Ani,pnj,-6.37164,106.82729,粥品,target,,,,,,
w073,Kios Bang Ilham II,pnj,-6.37228,106.82171,"炸物 Gorengan, 零食",negotiating,,,,,,
w074,Warung Kopi Bang Jago,pnj,-6.37505,106.82318,"椰浆饭 Nasi Uduk, 炸物 Gorengan, 粥品",target,,,,,,
w075,Kios Pak Bambang,pnj,-6.37018,106.8255,"Nasi Padang, 果汁 Jus",target,,,,,,
w076,Angkringan Bahagia,pnj,-6.36794,106.82361,"果汁 Jus, 冰茶, 粥品",contacted,,,,,,
w077,Warung Bang Udin,pnj,-6.37347,106.82665,"椰浆饭 Nasi Uduk, Indomie 煮面",target,,,,,,
w078,Angkringan Cahaya,pnj,-6.37487,106.82519,Nasi Padang,target,,,,,,
w079,Toko Kelontong Pak Darmawan,unj,-6.19595,106.88334,Indomie 煮面,target,,,,,,
w080,Kedai Mawar,unj,-6.19115,106.87742,"炒饭 Nasi Goreng, 粥品, 炸物 Gorengan",target,,,,,,
w081,Warteg Seroja,unj,-6.19367,106.88418,"果汁 Jus, 烤串 Sate, 粥品",contacted,,,,,,
w082,Warung Kopi Sentosa,unj,-6.19404,106.88137,"冰茶, Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w083,Warung Kopi Flamboyan,unj,-6.19533,106.87794,"炸物 Gorengan, 炒饭 Nasi Goreng, 粥品",target,,,,,,
w084,Warkop Kamboja,unj,-6.1914,106.88475,"Warteg 家常菜, 炒饭 Nasi Goreng, Indomie 煮面",contacted,,,,,,
w085,Warkop Bang Rizal,unj,-6.19229,106.87777,"烤串 Sate, 炒饭 Nasi Goreng",target,,,,,,
w086,Warkop Pak Darmawan,unj,-6.19695,106.87939,"咖啡, 零食",target,,,,,,
w087,Kedai Bang Aldi II,unj,-6.19084,106.88334,炸物 Gorengan,target,,,,,,
w088,Depot Bu Tini,unj,-6.18931,106.88496,"冰茶, 咖啡",target,,,,,,
w089,Angkringan Bu Siti,unj,-6.19306,106.87969,"炒饭 Nasi Goreng, Warteg 家常菜",target,,,,,,
w090,Warkop Bu Yati,unj,-6.19318,106.88522,"粥品, 零食",target,,,,,,
w091,Kedai Bu Wulan,unj,-6.19225,106.88029,"咖啡, 粥品",contacted,,,,,,
w092,Warung Kopi Jaya,unj,-6.19316,106.88084,"Indomie 煮面, 炸物 Gorengan",target,,,,,,
w093,Kios Mbak Nia II,unj,-6.19498,106.88468,"粥品, 零食",target,,,,,,
w094,Kios Pak Haji II,unj,-6.19208,106.87866,烤串 Sate,target,,,,,,
w095,Warung Cahaya,unj,-6.19483,106.87928,"零食, 炒饭 Nasi Goreng, 咖啡",target,,,,,,
w096,Depot Mbak Sinta II,unj,-6.19305,106.88555,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w097,Warung Pak Slamet,unj,-6.19311,106.88048,"炒饭 Nasi Goreng, 烤串 Sate, Nasi Padang",target,,,,,,
w098,Warung Kopi Berkah Cabang,unj,-6.19543,106.8838,粥品,target,,,,,,
w099,Angkringan Bu Wahyu,unj,-6.19418,106.88574,"粥品, Indomie 煮面",target,,,,,,
w100,Depot Mbak Ayu,unj,-6.19761,106.87892,"冰茶, 零食, 椰浆饭 Nasi Uduk",target,,,,,,
w101,Toko Kelontong Bu Dewi,unj,-6.19598,106.88381,"果汁 Jus, 冰茶",target,,,,,,
w102,Warung Bang Rizal,unj,-6.18902,106.88535,"烤串 Sate, Nasi Padang",target,,,,,,
w103,Kios Mawar,unj,-6.19454,106.87871,椰浆饭 Nasi Uduk,target,,,,,,
w104,Kios Bang Fajar,binus,-6.20425,106.78126,"咖啡, 粥品",target,,,,,,
w105,Toko Kelontong Mbak Nia,binus,-6.2031,106.77905,冰茶,contacted,,,,,,
w106,Warung Kopi Bu Yuni,binus,-6.19816,106.78344,"咖啡, 烤串 Sate, 粥品",target,,,,,,
w107,Kios Bu Rukiyah,binus,-6.19974,106.78016,"粥品, 烤串 Sate",target,,,,,,
w108,Warteg Mawar,binus,-6.20188,106.77887,"Nasi Padang, 冰茶, 炒饭 Nasi Goreng",target,,,,,,
w109,Kedai Bang Dedi,binus,-6.20554,106.78071,"炒饭 Nasi Goreng, 烤串 Sate, 果汁 Jus",target,,,,,,
w110,Angkringan Mbak Sinta,binus,-6.2036,106.78371,"烤串 Sate, 冰茶",target,,,,,,
w111,Kios Pak Joko,binus,-6.19875,106.78334,咖啡,contacted,,,,,,
w112,Kios Pak Darmawan,binus,-6.20388,106.7817,"果汁 Jus, 粥品",target,,,,,,
w113,Angkringan Bu Painem,binus,-6.20014,106.78443,"Indomie 煮面, Warteg 家常菜",target,,,,,,
w114,Warung Jaya,binus,-6.20232,106.78056,冰茶,target,,,,,,
w115,Kedai Bu Rukiyah,binus,-6.19863,106.78148,"烤串 Sate, 果汁 Jus, 粥品",target,,,,,,
w116,Warung Kopi Berkah,binus,-6.20075,106.77961,"Nasi Padang, 咖啡, 炒饭 Nasi Goreng",target,,,,,,
w117,Warteg Mbak Ayu,binus,-6.20012,106.78117,"果汁 Jus, Indomie 煮面, 炸物 Gorengan",target,,,,,,
w118,Warung Bahagia II,binus,-6.20371,106.78232,冰茶,target,,,,,,
w119,Warteg Pak Bambang,binus,-6.20088,106.78056,咖啡,target,,,,,,
w120,Kios Sejahtera,binus,-6.19977,106.78171,"Indomie 煮面, 椰浆饭 Nasi Uduk",target,,,,,,
w121,Angkringan Pak Darmawan,binus,-6.19866,106.7801,Nasi Padang,target,,,,,,
w122,Toko Kelontong Bu Lestari,binus,-6.20078,106.78282,"果汁 Jus, 烤串 Sate",target,,,,,,
w123,Depot Bu Wulan,binus,-6.20525,106.78028,烤串 Sate,target,,,,,,
w124,Toko Kelontong Melati Cabang,binus,-6.20345,106.78432,"烤串 Sate, 冰茶, 果汁 Jus",target,,,,,,
w125,Angkringan Bu Lasmi,binus,-6.20018,106.78277,"粥品, 椰浆饭 Nasi Uduk",target,,,,,,
w126,Angkringan Cahaya Cabang,binus,-6.20265,106.7806,炸物 Gorengan,target,,,,,,
w127,Toko Kelontong Bu Kartini,binus,-6.20394,106.78288,"咖啡, 椰浆饭 Nasi Uduk",target,,,,,,
w128,Warung Kenanga,binus,-6.20396,106.78174,炸物 Gorengan,target,,,,,,
w129,Depot Bu Kartini,trisakti,-6.16285,106.79001,Warteg 家常菜,contacted,,,,,,
w130,Kedai Anggrek,trisakti,-6.16855,106.79319,"冰茶, 果汁 Jus",target,,,,,,
w131,Angkringan Bu Lasmi II,trisakti,-6.17043,106.78678,"Nasi Padang, Indomie 煮面",target,,,,,,
w132,Kios Pak Eko,trisakti,-6.16596,106.79182,Indomie 煮面,target,,,,,,
w133,Warkop Maju Bersama,trisakti,-6.17119,106.79126,"炸物 Gorengan, Nasi Padang, 零食",target,,,,,,
w134,Warung Pak Supri,trisakti,-6.16807,106.79099,Warteg 家常菜,target,,,,,,
w135,Warteg Berkah,trisakti,-6.17174,106.79158,"Nasi Padang, Warteg 家常菜, 粥品",target,,,,,,
w136,Kedai Pak Budi,trisakti,-6.16655,106.78898,"Indomie 煮面, 果汁 Jus",target,,,,,,
w137,Warung Bu Wahyu Cabang,trisakti,-6.16543,106.78814,炒饭 Nasi Goreng,target,,,,,,
w138,Warung Makmur,trisakti,-6.16478,106.79072,"咖啡, Nasi Padang",target,,,,,,
w139,Kedai Bang Ilham Cabang,trisakti,-6.16833,106.78967,炒饭 Nasi Goreng,target,,,,,,
w140,Warung Kopi Anggrek II,trisakti,-6.16627,106.79018,"粥品, Indomie 煮面, 果汁 Jus",target,,,,,,
w141,Warteg Bang Dedi,trisakti,-6.16703,106.79244,Nasi Padang,target,,,,,,
w142,Depot Bang Dedi,trisakti,-6.16513,106.79305,Warteg 家常菜,target,,,,,,
w143,Warung Sentosa,trisakti,-6.17025,106.79204,"咖啡, Indomie 煮面",target,,,,,,
w144,Kios Bu Sari,trisakti,-6.17038,106.78984,粥品,target,,,,,,
w145,Warteg Bu Yati,trisakti,-6.16522,106.78966,烤串 Sate,target,,,,,,
w146,Warung Kopi Bang Dedi Cabang,trisakti,-6.16969,106.79229,"果汁 Jus, 炸物 Gorengan, 炒饭 Nasi Goreng",target,,,,,,
w147,Warkop Bu Lasmi,trisakti,-6.1668,106.79237,"Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w148,Depot Bang Jago,trisakti,-6.16878,106.78872,零食,target,,,,,,
w149,Toko Kelontong Bu Yuni,trisakti,-6.1649,106.79017,"炒饭 Nasi Goreng, 炸物 Gorengan, Nasi Padang",target,,,,,,
w150,Warung Kopi Harapan,trisakti,-6.16633,106.78947,"Indomie 煮面, 零食, Warteg 家常菜",target,,,,,,
w151,Kedai Bu Lasmi,trisakti,-6.16378,106.78739,冰茶,target,,,,,,
w152,Angkringan Bang Rizal,trisakti,-6.16637,106.78858,粥品,target,,,,,,
w153,Warung Kopi Bu Kartini,atmajaya,-6.21939,106.81925,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w154,Kedai Bu Painem,atmajaya,-6.22081,106.82078,冰茶,target,,,,,,
w155,Warkop Bu Wulan,atmajaya,-6.21754,106.82174,果汁 Jus,target,,,,,,
w156,Kios Mbak Rina,atmajaya,-6.21716,106.82156,"椰浆饭 Nasi Uduk, Nasi Padang",target,,,,,,
w157,Angkringan Barokah,atmajaya,-6.21628,106.8214,果汁 Jus,target,,,,,,
w158,Depot Bu Endang,atmajaya,-6.2204,106.82014,"Indomie 煮面, 粥品, 烤串 Sate",target,,,,,,
w159,Kedai Mbak Nia,atmajaya,-6.21856,106.82223,"椰浆饭 Nasi Uduk, 炒饭 Nasi Goreng",target,,,,,,
w160,Warung Kopi Pak Supri,atmajaya,-6.2168,106.82325,冰茶,target,,,,,,
w161,Warung Kopi Bu Wulan II,atmajaya,-6.21548,106.82179,"零食, 粥品",target,,,,,,
w162,Warteg Pak Slamet,atmajaya,-6.21913,106.82831,"Nasi Padang, Indomie 煮面",target,,,,,,
w163,Angkringan Anggrek Cabang,atmajaya,-6.21788,106.82412,"Nasi Padang, 果汁 Jus",target,,,,,,
w164,Toko Kelontong Mbak Ayu,atmajaya,-6.21827,106.8198,Indomie 煮面,target,,,,,,
w165,Toko Kelontong Bahagia Cabang,atmajaya,-6.2178,106.82676,烤串 Sate,target,,,,,,
w166,Warteg Barokah,atmajaya,-6.22099,106.82641,"Nasi Padang, 烤串 Sate",target,,,,,,
w167,Warung Harapan,atmajaya,-6.21747,106.82517,"烤串 Sate, 粥品",contacted,,,,,,
w168,Warung Bu Lestari,atmajaya,-6.21728,106.82194,Indomie 煮面,target,,,,,,
w169,Kios Bu Tini,atmajaya,-6.2208,106.82087,炒饭 Nasi Goreng,target,,,,,,
w170,Kios Bu Kartini Cabang,atmajaya,-6.21756,106.82219,咖啡,target,,,,,,
w171,Toko Kelontong Kamboja,atmajaya,-6.2222,106.81843,"Indomie 煮面, Nasi Padang",target,,,,,,
w172,Warung Kopi Bang Udin,atmajaya,-6.21978,106.82284,"烤串 Sate, Nasi Padang",target,,,,,,
w173,Angkringan Bu Rukiyah,atmajaya,-6.22186,106.81998,粥品,target,,,,,,
w174,Warteg Pak Budi,atmajaya,-6.22359,106.82688,"Indomie 煮面, 咖啡",target,,,,,,
w175,Warteg Bu Painem,atmajaya,-6.21828,106.82527,"椰浆饭 Nasi Uduk, Nasi Padang",target,,,,,,
w176,Kios Pak Supri,uin,-6.30666,106.75178,"椰浆饭 Nasi Uduk, 冰茶, Warteg 家常菜",target,,,,,,
w177,Warung Pak Haji,uin,-6.30738,106.75569,"Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w178,Warteg Bu Yuni,uin,-6.30616,106.75706,"炸物 Gorengan, 冰茶",target,,,,,,
w179,Depot Pak Herman II,uin,-6.3062,106.75772,"炒饭 Nasi Goreng, 烤串 Sate",target,,,,,,
w180,Warteg Pak Joko,uin,-6.30508,106.75571,Warteg 家常菜,target,,,,,,
w181,Warung Kopi Bang Ilham,uin,-6.30848,106.75468,炒饭 Nasi Goreng,target,,,,,,
w182,Warung Kopi Bu Siti,uin,-6.30699,106.75733,Nasi Padang,target,,,,,,
w183,Kedai Pak Darmawan,uin,-6.30358,106.75998,粥品,target,,,,,,
w184,Kios Bu Siti,uin,-6.30621,106.75497,"Warteg 家常菜, Nasi Padang",target,,,,,,
w185,Kios Sentosa,uin,-6.30561,106.75469,零食,contacted,,,,,,
w186,Warkop Bu Sari,uin,-6.3045,106.75763,"咖啡, 粥品, 炒饭 Nasi Goreng",target,,,,,,
w187,Depot Berkah,uin,-6.30083,106.75757,"粥品, 椰浆饭 Nasi Uduk",target,,,,,,
w188,Warung Kopi Bu Yati,uin,-6.30301,106.75884,"Nasi Padang, 椰浆饭 Nasi Uduk",target,,,,,,
w189,Warteg Bu Ani Cabang,uin,-6.3068,106.75732,"粥品, 冰茶, 炒饭 Nasi Goreng",target,,,,,,
w190,Kedai Barokah,uin,-6.30536,106.75769,"果汁 Jus, Nasi Padang",target,,,,,,
w191,Warteg Teratai,uin,-6.3076,106.75238,"Indomie 煮面, 炒饭 Nasi Goreng, 椰浆饭 Nasi Uduk",target,,,,,,
w192,Warung Kopi Barokah,uin,-6.30256,106.75459,"炸物 Gorengan, 烤串 Sate",target,,,,,,
w193,Warung Kopi Pak Budi,uin,-6.30763,106.7561,"零食, 炒饭 Nasi Goreng",target,,,,,,
w194,Warteg Bu Wahyu,uin,-6.30307,106.75255,"冰茶, 粥品",target,,,,,,
w195,Toko Kelontong Bu Ani,uin,-6.30519,106.75407,"炒饭 Nasi Goreng, Indomie 煮面, 果汁 Jus",target,,,,,,
w196,Warung Kopi Pak Joko II,uin,-6.30477,106.75218,椰浆饭 Nasi Uduk,target,,,,,,
w197,Angkringan Mawar,uin,-6.30554,106.75544,Warteg 家常菜,target,,,,,,
w198,Warkop Jaya,uin,-6.30302,106.754,"冰茶, 粥品",target,,,,,,
w199,Toko Kelontong Pak Slamet,uin,-6.30115,106.75466,冰茶,target,,,,,,
w200,Warteg Bu Ratna,pancasila,-6.33293,106.83699,Nasi Padang,target,,,,,,
w201,Kedai Bahagia Cabang,pancasila,-6.3345,106.83015,Nasi Padang,target,,,,,,
w202,Warkop Pak Budi,pancasila,-6.33679,106.83083,"零食, 烤串 Sate",target,,,,,,
w203,Warkop Bang Aldi,pancasila,-6.33726,106.8353,Warteg 家常菜,target,,,,,,
w204,Warkop Harapan,pancasila,-6.33521,106.83398,"咖啡, 果汁 Jus, 烤串 Sate",target,,,,,,
w205,Warung Kopi Sentosa Cabang,pancasila,-6.33887,106.83017,果汁 Jus,target,,,,,,
w206,Angkringan Anggrek,pancasila,-6.34074,106.83044,烤串 Sate,target,,,,,,
w207,Warkop Bahagia,pancasila,-6.33528,106.83462,"炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w208,Warung Maju Bersama,pancasila,-6.33709,106.83343,炒饭 Nasi Goreng,target,,,,,,
w209,Kedai Bu Ani,pancasila,-6.33559,106.83302,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w210,Warkop Pak Haji,pancasila,-6.33829,106.83039,Indomie 煮面,target,,,,,,
w211,Warkop Cempaka,pancasila,-6.33735,106.83217,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w212,Toko Kelontong Sederhana,pancasila,-6.33904,106.83482,冰茶,target,,,,,,
w213,Angkringan Bu Endang,pancasila,-6.33356,106.83613,"烤串 Sate, 炒饭 Nasi Goreng",target,,,,,,
w214,Toko Kelontong Bang Fajar II,pancasila,-6.33781,106.83215,"Indomie 煮面, 粥品, 冰茶",contacted,,,,,,
w215,Kedai Sentosa,pancasila,-6.33827,106.83331,"Nasi Padang, Indomie 煮面",target,,,,,,
w216,Angkringan Bu Lestari,pancasila,-6.3346,106.83083,"Indomie 煮面, 零食",target,,,,,,
w217,Warung Bu Tini,pancasila,-6.33814,106.82796,"炸物 Gorengan, 零食",target,,,,,,
w218,Warung Bu Kartini,pancasila,-6.33646,106.83165,"冰茶, Warteg 家常菜",target,,,,,,
w219,Depot Mbak Wati,pancasila,-6.34146,106.83698,"炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w220,Warung Kopi Bu Endang,pancasila,-6.33298,106.83532,"炸物 Gorengan, Warteg 家常菜",target,,,,,,
w221,Angkringan Seroja,pancasila,-6.3398,106.83679,"零食, 粥品, Nasi Padang",contacted,,,,,,
w222,Warung Bang Dedi,pancasila,-6.33889,106.83584,烤串 Sate,target,,,,,,
