id,name,university_id,lat,lng,categories,status,owner_name,whatsapp,signed_date,weekly_orders,notes,last_visit
w086,Warkop Pak Darmawan,unj,-6.19695,106.87939,"咖啡, 零食",target,,,,,,
w087,Kedai Bang Aldi II,unj,-6.19084,106.88334,炸物 Gorengan,target,,,,,,
w088,Depot Bu Tini,unj,-6.18931,106.88496,"冰茶, 咖啡",target,,,,,,
w089,Angkringan Bu Siti,unj,-6.19306,106.87969,"炒饭 Nasi Goreng, Warteg 家常菜",target,,,,,,
w090,Warkop Bu Yati,unj,-6.19318,106.88522,"粥品, 零食",target,,,,,,
w091,Kedai Bu Wulan,unj,-6.19225,106.88029,"咖啡, 粥品",contacted,,,,,,
w092,Warung Kopi Jaya,unj,-6.19316,106.88084,"Indomie 煮面, 炸物 Gorengan",target,,,,,,
w093,Kios Mbak Nia II,unj,-6.19498,106.88468,"粥品, 零食",target,,,,,,
w094,Kios Pak Haji II,unj,-6.19208,106.87866,烤串 Sate,target,,,,,,
w095,Warung Cahaya,unj,-6.19483,106.87928,"零食, 炒饭 Nasi Goreng, 咖啡",target,,,,,,
w096,Depot Mbak Sinta II,unj,-6.19305,106.88555,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w097,Warung Pak Slamet,unj,-6.19311,106.88048,"炒饭 Nasi Goreng, 烤串 Sate, Nasi Padang",target,,,,,,
w098,Warung Kopi Berkah Cabang,unj,-6.19543,106.8838,粥品,target,,,,,,
w099,Angkringan Bu Wahyu,unj,-6.19418,106.88574,"粥品, Indomie 煮面",target,,,,,,
w100,Depot Mbak Ayu,unj,-6.19761,106.87892,"冰茶, 零食, 椰浆饭 Nasi Uduk",target,,,,,,
w101,Toko Kelontong Bu Dewi,unj,-6.19598,106.88381,"果汁 Jus, 冰茶",target,,,,,,
w102,Warung Bang Rizal,unj,-6.18902,106.88535,"烤串 Sate, Nasi Padang",target,,,,,,
w103,Kios Mawar,unj,-6.19454,106.87871,椰浆饭 Nasi Uduk,target,,,,,,
w104,Kios Bang Fajar,binus,-6.20425,106.78126,"咖啡, 粥品",target,,,,,,
w105,Toko Kelontong Mbak Nia,binus,-6.2031,106.77905,冰茶,contacted,,,,,,
w106,Warung Kopi Bu Yuni,binus,-6.19816,106.78344,"咖啡, 烤串 Sate, 粥品",target,,,,,,
w107,Kios Bu Rukiyah,binus,-6.19974,106.78016,"粥品, 烤串 Sate",target,,,,,,
w108,Warteg Mawar,binus,-6.20188,106.77887,"Nasi Padang, 冰茶, 炒饭 Nasi Goreng",target,,,,,,
w109,Kedai Bang Dedi,binus,-6.20554,106.78071,"炒饭 Nasi Goreng, 烤串 Sate, 果汁 Jus",target,,,,,,
w110,Angkringan Mbak Sinta,binus,-6.2036,106.78371,"烤串 Sate, 冰茶",target,,,,,,
w111,Kios Pak Joko,binus,-6.19875,106.78334,咖啡,contacted,,,,,,
w112,Kios Pak Darmawan,binus,-6.20388,106.7817,"果汁 Jus, 粥品",target,,,,,,
w113,Angkringan Bu Painem,binus,-6.20014,106.78443,"Indomie 煮面, Warteg 家常菜",target,,,,,,
w114,Warung Jaya,binus,-6.20232,106.78056,冰茶,target,,,,,,
w115,Kedai Bu Rukiyah,binus,-6.19863,106.78148,"烤串 Sate, 果汁 Jus, 粥品",target,,,,,,
w116,Warung Kopi Berkah,binus,-6.20075,106.77961,"Nasi Padang, 咖啡, 炒饭 Nasi Goreng",target,,,,,,
w117,Warteg Mbak Ayu,binus,-6.20012,106.78117,"果汁 Jus, Indomie 煮面, 炸物 Gorengan",target,,,,,,
w118,Warung Bahagia II,binus,-6.20371,106.78232,冰茶,target,,,,,,
w119,Warteg Pak Bambang,binus,-6.20088,106.78056,咖啡,target,,,,,,
w120,Kios Sejahtera,binus,-6.19977,106.78171,"Indomie 煮面, 椰浆饭 Nasi Uduk",target,,,,,,
w121,Angkringan Pak Darmawan,binus,-6.19866,106.7801,Nasi Padang,target,,,,,,
w122,Toko Kelontong Bu Lestari,binus,-6.20078,106.78282,"果汁 Jus, 烤串 Sate",target,,,,,,
w123,Depot Bu Wulan,binus,-6.20525,106.78028,烤串 Sate,target,,,,,,
w124,Toko Kelontong Melati Cabang,binus,-6.20345,106.78432,"烤串 Sate, 冰茶, 果汁 Jus",target,,,,,,
w125,Angkringan Bu Lasmi,binus,-6.20018,106.78277,"粥品, 椰浆饭 Nasi Uduk",target,,,,,,
w126,Angkringan Cahaya Cabang,binus,-6.20265,106.7806,炸物 Gorengan,target,,,,,,
w127,Toko Kelontong Bu Kartini,binus,-6.20394,106.78288,"咖啡, 椰浆饭 Nasi Uduk",target,,,,,,
w128,Warung Kenanga,binus,-6.20396,106.78174,炸物 Gorengan,target,,,,,,
w129,Depot Bu Kartini,trisakti,-6.16285,106.79001,Warteg 家常菜,contacted,,,,,,
w130,Kedai Anggrek,trisakti,-6.16855,106.79319,"冰茶, 果汁 Jus",target,,,,,,
w131,Angkringan Bu Lasmi II,trisakti,-6.17043,106.78678,"Nasi Padang, Indomie 煮面",target,,,,,,
w132,Kios Pak Eko,trisakti,-6.16596,106.79182,Indomie 煮面,target,,,,,,
w133,Warkop Maju Bersama,trisakti,-6.17119,106.79126,"炸物 Gorengan, Nasi Padang, 零食",target,,,,,,
w134,Warung Pak Supri,trisakti,-6.16807,106.79099,Warteg 家常菜,target,,,,,,
w135,Warteg Berkah,trisakti,-6.17174,106.79158,"Nasi Padang, Warteg 家常菜, 粥品",target,,,,,,
w136,Kedai Pak Budi,trisakti,-6.16655,106.78898,"Indomie 煮面, 果汁 Jus",target,,,,,,
w137,Warung Bu Wahyu Cabang,trisakti,-6.16543,106.78814,炒饭 Nasi Goreng,target,,,,,,
w138,Warung Makmur,trisakti,-6.16478,106.79072,"咖啡, Nasi Padang",target,,,,,,
w139,Kedai Bang Ilham Cabang,trisakti,-6.16833,106.78967,炒饭 Nasi Goreng,target,,,,,,
w140,Warung Kopi Anggrek II,trisakti,-6.16627,106.79018,"粥品, Indomie 煮面, 果汁 Jus",target,,,,,,
w141,Warteg Bang Dedi,trisakti,-6.16703,106.79244,Nasi Padang,target,,,,,,
w142,Depot Bang Dedi,trisakti,-6.16513,106.79305,Warteg 家常菜,target,,,,,,
w143,Warung Sentosa,trisakti,-6.17025,106.79204,"咖啡, Indomie 煮面",target,,,,,,
w144,Kios Bu Sari,trisakti,-6.17038,106.78984,粥品,target,,,,,,
w145,Warteg Bu Yati,trisakti,-6.16522,106.78966,烤串 Sate,target,,,,,,
w146,Warung Kopi Bang Dedi Cabang,trisakti,-6.16969,106.79229,"果汁 Jus, 炸物 Gorengan, 炒饭 Nasi Goreng",target,,,,,,
w147,Warkop Bu Lasmi,trisakti,-6.1668,106.79237,"Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w148,Depot Bang Jago,trisakti,-6.16878,106.78872,零食,target,,,,,,
w149,Toko Kelontong Bu Yuni,trisakti,-6.1649,106.79017,"炒饭 Nasi Goreng, 炸物 Gorengan, Nasi Padang",target,,,,,,
w150,Warung Kopi Harapan,trisakti,-6.16633,106.78947,"Indomie 煮面, 零食, Warteg 家常菜",target,,,,,,
w151,Kedai Bu Lasmi,trisakti,-6.16378,106.78739,冰茶,target,,,,,,
w152,Angkringan Bang Rizal,trisakti,-6.16637,106.78858,粥品,target,,,,,,
w153,Warung Kopi Bu Kartini,atmajaya,-6.21939,106.81925,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w154,Kedai Bu Painem,atmajaya,-6.22081,106.82078,冰茶,target,,,,,,
w155,Warkop Bu Wulan,atmajaya,-6.21754,106.82174,果汁 Jus,target,,,,,,
w156,Kios Mbak Rina,atmajaya,-6.21716,106.82156,"椰浆饭 Nasi Uduk, Nasi Padang",target,,,,,,
w157,Angkringan Barokah,atmajaya,-6.21628,106.8214,果汁 Jus,target,,,,,,
w158,Depot Bu Endang,atmajaya,-6.2204,106.82014,"Indomie 煮面, 粥品, 烤串 Sate",target,,,,,,
w159,Kedai Mbak Nia,atmajaya,-6.21856,106.82223,"椰浆饭 Nasi Uduk, 炒饭 Nasi Goreng",target,,,,,,
w160,Warung Kopi Pak Supri,atmajaya,-6.2168,106.82325,冰茶,target,,,,,,
w161,Warung Kopi Bu Wulan II,atmajaya,-6.21548,106.82179,"零食, 粥品",target,,,,,,
w162,Warteg Pak Slamet,atmajaya,-6.21913,106.82831,"Nasi Padang, Indomie 煮面",target,,,,,,
w163,Angkringan Anggrek Cabang,atmajaya,-6.21788,106.82412,"Nasi Padang, 果汁 Jus",target,,,,,,
w164,Toko Kelontong Mbak Ayu,atmajaya,-6.21827,106.8198,Indomie 煮面,target,,,,,,
w165,Toko Kelontong Bahagia Cabang,atmajaya,-6.2178,106.82676,烤串 Sate,target,,,,,,
w166,Warteg Barokah,atmajaya,-6.22099,106.82641,"Nasi Padang, 烤串 Sate",target,,,,,,
w167,Warung Harapan,atmajaya,-6.21747,106.82517,"烤串 Sate, 粥品",contacted,,,,,,
w168,Warung Bu Lestari,atmajaya,-6.21728,106.82194,Indomie 煮面,target,,,,,,
w169,Kios Bu Tini,atmajaya,-6.2208,106.82087,炒饭 Nasi Goreng,target,,,,,,
w170,Kios Bu Kartini Cabang,atmajaya,-6.21756,106.82219,咖啡,target,,,,,,
w171,Toko Kelontong Kamboja,atmajaya,-6.2222,106.81843,"Indomie 煮面, Nasi Padang",target,,,,,,
w172,Warung Kopi Bang Udin,atmajaya,-6.21978,106.82284,"烤串 Sate, Nasi Padang",target,,,,,,
w173,Angkringan Bu Rukiyah,atmajaya,-6.22186,106.81998,粥品,target,,,,,,
w174,Warteg Pak Budi,atmajaya,-6.22359,106.82688,"Indomie 煮面, 咖啡",target,,,,,,
w175,Warteg Bu Painem,atmajaya,-6.21828,106.82527,"椰浆饭 Nasi Uduk, Nasi Padang",target,,,,,,
w176,Kios Pak Supri,uin,-6.30666,106.75178,"椰浆饭 Nasi Uduk, 冰茶, Warteg 家常菜",target,,,,,,
w177,Warung Pak Haji,uin,-6.30738,106.75569,"Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w178,Warteg Bu Yuni,uin,-6.30616,106.75706,"炸物 Gorengan, 冰茶",target,,,,,,
w179,Depot Pak Herman II,uin,-6.3062,106.75772,"炒饭 Nasi Goreng, 烤串 Sate",target,,,,,,
w180,Warteg Pak Joko,uin,-6.30508,106.75571,Warteg 家常菜,target,,,,,,
w181,Warung Kopi Bang Ilham,uin,-6.30848,106.75468,炒饭 Nasi Goreng,target,,,,,,
w182,Warung Kopi Bu Siti,uin,-6.30699,106.75733,Nasi Padang,target,,,,,,
w183,Kedai Pak Darmawan,uin,-6.30358,106.75998,粥品,target,,,,,,
w184,Kios Bu Siti,uin,-6.30621,106.75497,"Warteg 家常菜, Nasi Padang",target,,,,,,
w185,Kios Sentosa,uin,-6.30561,106.75469,零食,contacted,,,,,,
w186,Warkop Bu Sari,uin,-6.3045,106.75763,"咖啡, 粥品, 炒饭 Nasi Goreng",target,,,,,,
w187,Depot Berkah,uin,-6.30083,106.75757,"粥品, 椰浆饭 Nasi Uduk",target,,,,,,
w188,Warung Kopi Bu Yati,uin,-6.30301,106.75884,"Nasi Padang, 椰浆饭 Nasi Uduk",target,,,,,,
w189,Warteg Bu Ani Cabang,uin,-6.3068,106.75732,"粥品, 冰茶, 炒饭 Nasi Goreng",target,,,,,,
w190,Kedai Barokah,uin,-6.30536,106.75769,"果汁 Jus, Nasi Padang",target,,,,,,
w191,Warteg Teratai,uin,-6.3076,106.75238,"Indomie 煮面, 炒饭 Nasi Goreng, 椰浆饭 Nasi Uduk",target,,,,,,
w192,Warung Kopi Barokah,uin,-6.30256,106.75459,"炸物 Gorengan, 烤串 Sate",target,,,,,,
w193,Warung Kopi Pak Budi,uin,-6.30763,106.7561,"零食, 炒饭 Nasi Goreng",target,,,,,,
w194,Warteg Bu Wahyu,uin,-6.30307,106.75255,"冰茶, 粥品",target,,,,,,
w195,Toko Kelontong Bu Ani,uin,-6.30519,106.75407,"炒饭 Nasi Goreng, Indomie 煮面, 果汁 Jus",target,,,,,,
w196,Warung Kopi Pak Joko II,uin,-6.30477,106.75218,椰浆饭 Nasi Uduk,target,,,,,,
w197,Angkringan Mawar,uin,-6.30554,106.75544,Warteg 家常菜,target,,,,,,
w198,Warkop Jaya,uin,-6.30302,106.754,"冰茶, 粥品",target,,,,,,
w199,Toko Kelontong Pak Slamet,uin,-6.30115,106.75466,冰茶,target,,,,,,
w200,Warteg Bu Ratna,pancasila,-6.33293,106.83699,Nasi Padang,target,,,,,,
w201,Kedai Bahagia Cabang,pancasila,-6.3345,106.83015,Nasi Padang,target,,,,,,
w202,Warkop Pak Budi,pancasila,-6.33679,106.83083,"零食, 烤串 Sate",target,,,,,,
w203,Warkop Bang Aldi,pancasila,-6.33726,106.8353,Warteg 家常菜,target,,,,,,
w204,Warkop Harapan,pancasila,-6.33521,106.83398,"咖啡, 果汁 Jus, 烤串 Sate",target,,,,,,
w205,Warung Kopi Sentosa Cabang,pancasila,-6.33887,106.83017,果汁 Jus,target,,,,,,
w206,Angkringan Anggrek,pancasila,-6.34074,106.83044,烤串 Sate,target,,,,,,
w207,Warkop Bahagia,pancasila,-6.33528,106.83462,"炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w208,Warung Maju Bersama,pancasila,-6.33709,106.83343,炒饭 Nasi Goreng,target,,,,,,
w209,Kedai Bu Ani,pancasila,-6.33559,106.83302,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w210,Warkop Pak Haji,pancasila,-6.33829,106.83039,Indomie 煮面,target,,,,,,
w211,Warkop Cempaka,pancasila,-6.33735,106.83217,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w212,Toko Kelontong Sederhana,pancasila,-6.33904,106.83482,冰茶,target,,,,,,
w213,Angkringan Bu Endang,pancasila,-6.33356,106.83613,"烤串 Sate, 炒饭 Nasi Goreng",target,,,,,,
w214,Toko Kelontong Bang Fajar II,pancasila,-6.33781,106.83215,"Indomie 煮面, 粥品, 冰茶",contacted,,,,,,
w215,Kedai Sentosa,pancasila,-6.33827,106.83331,"Nasi Padang, Indomie 煮面",target,,,,,,
w216,Angkringan Bu Lestari,pancasila,-6.3346,106.83083,"Indomie 煮面, 零食",target,,,,,,
w217,Warung Bu Tini,pancasila,-6.33814,106.82796,"炸物 Gorengan, 零食",target,,,,,,
w218,Warung Bu Kartini,pancasila,-6.33646,106.83165,"冰茶, Warteg 家常菜",target,,,,,,
w219,Depot Mbak Wati,pancasila,-6.34146,106.83698,"炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w220,Warung Kopi Bu Endang,pancasila,-6.33298,106.83532,"炸物 Gorengan, Warteg 家常菜",target,,,,,,
w221,Angkringan Seroja,pancasila,-6.3398,106.83679,"零食, 粥品, Nasi Padang",contacted,,,,,,
w222,Warung Bang Dedi,pancasila,-6.33889,106.83584,烤串 Sate,target,,,,,,
w223,Kedai Bu Kartini,untar,-6.17015,106.79191,"果汁 Jus, 炒饭 Nasi Goreng",target,,,,,,
w224,Angkringan Bu Endang 2,untar,-6.16731,106.78953,"粥品, 炒饭 Nasi Goreng, 咖啡",target,,,,,,
w225,Kedai Bu Lasmi 2,untar,-6.16572,106.78592,Indomie 煮面,target,,,,,,
w226,Kedai Bu Dewi,untar,-6.16971,106.78711,"Warteg 家常菜, 炒饭 Nasi Goreng",target,,,,,,
w227,Depot Seroja,untar,-6.16919,106.78809,椰浆饭 Nasi Uduk,target,,,,,,
w228,Kantin Bu Yati,untar,-6.17096,106.78719,"炒饭 Nasi Goreng, 冰茶",target,,,,,,
w229,Gerobak Kopi Maju Bersama 2,untar,-6.17191,106.79452,"炒饭 Nasi Goreng, 烤串 Sate",target,,,,,,
w230,Toko Kelontong Flamboyan,untar,-6.17006,106.79132,"炸物 Gorengan, 粥品",target,,,,,,
w231,Warteg Mbak Yoyoh,untar,-6.1694,106.79253,"椰浆饭 Nasi Uduk, 烤串 Sate",target,,,,,,
w232,Depot Kamboja,untar,-6.16842,106.78913,"炸物 Gorengan, 粥品",target,,,,,,
w233,Gerobak Kopi Bang Fajar,uki,-6.24873,106.87372,咖啡,target,,,,,,
w234,Kedai Bang Doel,uki,-6.24656,106.86899,"果汁 Jus, Warteg 家常菜",target,,,,,,
w235,Angkringan Harapan,uki,-6.2468,106.86886,炒饭 Nasi Goreng,target,,,,,,
w236,Kantin Bang Dedi,uki,-6.24599,106.87104,炸物 Gorengan,contacted,,,,,,
w237,Toko Kelontong Bang Fajar,uki,-6.24902,106.87033,果汁 Jus,target,,,,,,
w238,Warung Anggrek,uki,-6.24986,106.87013,粥品,target,,,,,,
w239,Angkringan Kamboja,uki,-6.25066,106.87016,咖啡,target,,,,,,
w240,Warkop Mbak Lastri,uki,-6.247,106.87133,"咖啡, 粥品",target,,,,,,
w241,Gerobak Kopi Pak Rojak,uki,-6.24773,106.87058,果汁 Jus,target,,,,,,
w242,Warteg Mbak Sri,uki,-6.24443,106.87274,"粥品, 果汁 Jus",target,,,,,,
w243,Kedai Bang Zul,uki,-6.25192,106.87461,零食,target,,,,,,
w244,Kantin Pak Herman,uki,-6.25017,106.8738,Indomie 煮面,target,,,,,,
w245,Kios Bahagia,uki,-6.24932,106.87039,"烤串 Sate, 椰浆饭 Nasi Uduk",target,,,,,,
w246,Warung Nasi Mbak Rina Cabang,uki,-6.24637,106.86822,烤串 Sate,target,,,,,,
w247,Kios Bang Jarwo,mercubuana,-6.20911,106.73745,Warteg 家常菜,target,,,,,,
w248,Depot Bu Wahyu,mercubuana,-6.20845,106.74143,"Indomie 煮面, 果汁 Jus",target,,,,,,
w249,Kedai Sejahtera,mercubuana,-6.20851,106.74073,"冰茶, 零食",contacted,,,,,,
w250,Warung Kopi Pak Herman,mercubuana,-6.21443,106.74103,"果汁 Jus, 椰浆饭 Nasi Uduk, 零食",target,,,,,,
w251,Kedai Bang Aldi,mercubuana,-6.20786,106.73625,"咖啡, Warteg 家常菜",target,,,,,,
w252,Kedai Bu Ijah,mercubuana,-6.21394,106.73984,"炸物 Gorengan, Indomie 煮面",target,,,,,,
